Unnamed: 0,QID,Brand,Model,Question,Dialogue,Report
199,Q5200,海马,福仕达鸿达,海马福仕达的方向感怎么那么重,技师说：您好，您这个车新车的时候方向盘重吗？有转向助力吗？这个情况可以和同款的车辆比较一下。检查轮胎气压。检查更换底盘下面老化的下摆臂，转向拉杆，方向盘下面的联轴器 重新做四轮定位。必要的时候更换转向机。|车主说：新车就重|技师说：新车就重没有太好的方法。可能设计就这样,根据您的描述，这款车辆没有转向助力，本身新车就比较重，这个是没有什么好的方法的，如果车辆行驶的公里数多了的话 需要检查更换老化的转向拉杆，小球头 方向盘下面的联轴器，磨损过大的轮胎重新做四轮定位，会减轻这个情况
200,Q5201,雷克萨斯,雷克萨斯RX经典,11年雷克萨斯RX豪华，不知道怎么的现在感觉高速风噪好大，前一段时间换过副厂的减震器，几百块钱一根，还有有一段时间没换机油了，也可能是这个原因吗，高速风声哇哇的，更换了20寸轮毂倍耐力蝎子胎，但感觉那不是胎噪,技师说：您好，您说的这个情况和更换的减震器没有关系。还是更换的轮胎噪大造成的。本身倍耐力的轮胎就比较耐磨，质地比较硬，胎躁就比较大。|车主说：但我感觉是风呼呼的在耳边呢|技师说：现在原地加油门的时候，感觉发动机的声音大吗？|车主说：我等下去试试|技师说：好|车主说：还有，我现在汽车过不平的路有明显的颠簸，路感清晰的不行，跟劣质矫正器有关系吗|技师说：[语音]|车主说：做了的|技师说：嗯|技师说：[语音]|车主说：我等下去试试油门|技师说：嗯|车主说：空旷的东西？|技师说：松矿 ，比如说 下摆臂 转向拉杆，小球头。|车主说：这些应该都没有，之前去检查过|车主说：[图片]|技师说：嗯|车主说：估计都是有点老化，需要更换吗|技师说：[语音]|技师说：[语音]|车主说：[语音]|技师说：这个听不出异常的，很正常啊。|车主说：嗯|车主说：什么时候减震换了再看看|技师说：我个人认为，减震器不会造成您上述的现象的。|技师说：主要还需要检查一下四轮定位。|车主说：20寸轮毂米其林有静音胎吗|车主说：好|车主说：动平衡需要做吗|技师说：米其林的轮胎需要看一下具体型号。|技师说：更换轮胎的时候，动平衡是必须要做的。|车主说：245/45/20|车主说：255.45.20|技师说：有的，一般的市场价格在一千左右，价格仅供参考。|车主说：好。,根据您的描述，这个情况和更换的减震器没有太大的关系，需要重新做一下四轮定位，噪音的话和胎噪有直接关系，本身倍耐力的轮胎质地比较硬，胎躁就比较大，必要的时候需要更换米其林的静音轮胎
201,Q5202,荣威,荣威360,荣威360仪表盘上的发动机冷却液显示灯不亮了，之前还是蓝色的，还有仪表盘会响该怎么办,技师说：您好 这必须要检查了|车主说：灯不亮了要检查么|技师说：[语音]|车主说：以前会亮的蓝色的那个像温度计一样的灯|车主说：照片发不过来|车主说：[图片]|技师说：没事 不用检查|技师说：看看防冻液缺不|车主说：在哪里看呢|车主说：多少防冻液是正常|技师说：发动机旁边|技师说：水壶上面有刻度|车主说：[图片]|车主说：[图片]|车主说：[图片]|车主说：这样没事的吧|技师说：没事|车主说：那为什么会不亮的啊|技师说：打铁虚有可能|技师说：也有可能仪表有点小毛病|技师说：电子的东西就这样 有时候有问题有时候又没事|车主说：还有那个中控台有时候会响，天气热的时候有时候也会响，是什么原因啊|技师说：有旷动|技师说：工作台里面有矿动的地方|车主说：如果要去修会怎么修，全部拆开来，不去修会怎么样|车主说：会给五星的呦|技师说：不修也没问题|技师说：就是听起来烦人|技师说：再有点强迫症的人听着更难受,防冻液少
202,Q5203,福特,致胜,方向盘 油门 刹车 怠速抖,技师说：您好 缺缸吧,缺缸
203,Q5204,雪铁龙,凯旋,刹车效果不好，以经更换真空包，刹车总泵，刹车油，刹车片，得踩两下才能刹住。,技师说：您好 ABS泵有没有排过空气需要用电脑排空气的|技师说：用431把ABS泵的空气排下,建议把ABS泵用电脑排下空气看下
204,Q5205,金杯,大力神,金杯西部大力神柴油皮卡，加热自动息灭后，一拉车仪表加热丝符号还就亮了，车启动不找，一松开钥匙就不亮了了，我把预热继电器拆掉后，车子能整常顺利启动了。经查是启动瞬间启动机上磁力开关电压被加热丝分压了，不拉车12伏，一拉车7伏多，开关吸力不够导致不能正常启动。现在问题来了，冬天不用预热不行，搞不等的是为什么一拧钥匙预热就工作，怎样才能维修好？,技师说：您好 首先这个肯定的因为柴油车都是需要预热的这个靠点火开关控的没办法的|技师说：这个车是需要等预热灯灭了才能起动的并不是一直亮的您可以试下|车主说：启动瞬间也工作吗？|技师说：起动瞬间是不会工作的|技师说：这个你把钥匙打开是会亮的而这个预热是会自己灭的|技师说：当这个灯亮的时候你是打不着车的只能灯他灭了才能起动的|技师说：好多柴油车都有这个功能设定的|技师说：你可以打开看看就知道了过会那个预热会自己灭的|车主说：这个我知道，也正常，关健现在是启动瞬间也工作|车主说：导致电压分压|技师说：起动瞬间也会工作吗|车主说：对|车主说：预热继电器受什么控制？|技师说：这个就是靠电脑控制的|技师说：点火开关打开就工作的|车主说：电脑在哪？|车主说：柴油车|技师说：我知道柴油车汽油车也没有预热的啊|技师说：我问下你这个是电喷的吗 不是电喷的话就是靠点火开关控制的|车主说：不是电喷，|技师说：柴油的就是靠点火开关控制的|车主说：负极是控制端，多数是模块集成在仪表里的吧？|技师说：这个我还真没研究过柴油车的话仪表应该没这这么高端吧|技师说：是控制遇热继电器的吗|车主说：对|技师说：如果是控制负极的应该是有一个模块的但是应该不会是在仪表里面吧|技师说：可能有别的控制模块也说不定的,建议检查下控制模块有没有问题 应该有可能有个单独的模块
205,Q5206,沃尔沃,沃尔沃V60,哪位大师知道沃尔沃v60凸轮轴正时的对法，换凸轮轴油封没做标记。感谢！,技师说：我记得凸轮轴应该有点的可以对的我上次更换过一次气缸垫|技师说：5缸的吧这款车|车主说：凸轮轴前端没标记的|车主说：嗯  五缸|技师说：轮子上面应该有一个可以卡的卡槽吧|车主说：没有|技师说：我给你查下我上次拆的时候做记号了|车主说：[图片]|车主说：我这没做记号怎么办  原车没有标记吗|技师说：我上次自己做的换的缸垫磨的平面原车好像没有 我帮你查下资料看下|车主说：好的谢谢|技师说：你现在只有这样对了把气门室盖拆掉|技师说：后面用钢尺卡住那个凸轮轴|技师说：然按照上照上支点装这个轮子|车主说：气门室盖拆掉  凸轮轴的固定就没有了|车主说：这车凸轮轴是靠气门室盖固定的吧|技师说：是的|车主说：那拆掉了气门室盖  没法对了|技师说：我找找看|车主说：[图片]|车主说：这两个铁盖子干嘛用的|技师说：不知道我上次没拆这个盖子因为我拆之前看那别的人说轮子可以活动所以我提前做了记号|车主说：现在怎么办  怎么找到凸轮轴的标记|技师说：我给你找找我看资料都是正时的还没看到装轮子的我去|车主说：这车醉人了|车主说：大师找到没|技师说：我在帮你问4s店的|技师说：稍等一下|车主说：好的  辛苦你了。|技师说：发动机铭牌发一下|车主说：好|车主说：车架号行不行|车主说：[图片]|车主说：车架号行吗|技师说：[语音]|车主说：辛苦辛苦|技师说：[语音],这个说需要用工具对您可以问下卖工具的看看
206,Q5207,丰田,卡罗拉,本人卡罗拉1.2t，在4s店加装的卡仕达大屏导航，插U盘播放音乐总是在十秒左右自动下一曲，不知道怎么回事，有人说是试听模式，改一下就好了，但是没找到在哪设置更改,技师说：您好 首先的话您可以在设置里面找下看有没有音乐播放模式这个功能 如果找不到这个功能的话那么说明可能就没有进行设置的地方 建议最好找家导航维修店或4s店看看到底是什么问题|车主说：好吧，谢谢|技师说：没事的祝您生活愉快,您好 这个您在设置里面找找看如果没有的话就有可能没有的
207,Q5208,别克,君越,怎么解除行车限制视频，不加解码器的情况下,技师说：你好，在设置里面|车主说：设置里没有这个选项|技师说：有没有图片，拍个看看|技师说：不用电脑，只能设置里面|车主说：拍哪里的图片|技师说：设置选项啊|车主说：我查资料说需要剪断手刹线|技师说：手刹是电子的吗？|车主说：是的|技师说：剪线还不如用电脑调|技师说：那么多线，主机后面|车主说：用电脑可以调吗|技师说：剪线后，导航会被拒保的|车主说：哪里可以调|技师说：4s店，或者外面专修电脑的音响电路的店|车主说：只要能解决 拒保不拒保无所谓|技师说：那就去外面的音响改装店，专业的|车主说：我是河南郑州的 有推荐的地方吗|车主说：好像我们这都不给弄 4s店也不给弄|技师说：那个属于安全的，所以不让弄啊！你可以导航一下看看，我是福建地区的，我这边都有|车主说：??|技师说：郑州那边我看看能不能问得到，我给问下|车主说：谢谢|技师说：不客气|技师说：[图片]|技师说：你还是问一下汽车大师的客服吧！不好意思|车主说：找到了吗|技师说：平台不让说啊！平台有规定啊|车主说：找到的话我有办法|技师说：我再问问看,你好，解决行车限制视频需要改电脑的数据，需要专业的人士，或者剪掉电子手刹释放的信号线，只有这两种方法
208,Q5209,奇瑞,瑞虎3,15款奇瑞瑞虎三 自动CVT致尚版~ 行驶里程57000公里，车辆无事故，最近发现车速上100km/h时，车内共振明显，车速上120km/h噪音更明显，请教一下！,技师说：建议确认是否跟路面有关，检查发动机机脚是否异常，顺便检查轮胎动平衡。|车主说：天天上下班，高速行驶一天100公里，前轮两条轮胎年前换的米其林做过动平衡，后轮原车轮胎佳通的没换过|车主说：发动机机脚是不是减震胶垫？|车主说：车内共鸣声音跟发动机关系好像不大，油门不管在2000--3000或1000时共鸣声音都有|车主说：还有其他可能吗？|车主说：？|车主说：[语音]|技师说：共鸣就是震动引起，车内没有松动，漏风等，一般外面引起。|车主说：轴承会有问题吗|技师说：不排除，不过轴承一般会有异响。,建议检查车内没有松动异常，检查发动机机脚，轮胎方面和路面因素等。
209,Q5210,别克,君威,11款君威 水温90度  低速风扇一直转  应该转一会就停吧？我打开盖子等了一分钟 低速风扇还转 正常吗,技师说：你好，水温不下去，电子风扇就会一直工作，你检查下水箱表面有没有脏堵，造成散热不好|车主说：关键是水温正常啊 90|技师说：[语音]|车主说：那要是水温高？表不显示吗？|技师说：[语音]|技师说：[语音]|车主说：那怎么测量？|技师说：[语音]|技师说：[语音]|车主说：我有电脑 但是没有这项功能啊|技师说：[语音]|技师说：[语音]|车主说：朗仁i80|车主说：11款君威是obd2吗？|技师说：[语音]|车主说：哦  那我那个电脑还用不上呢|技师说：[语音]|车主说：两台呢|技师说：[语音]|车主说：[图片]|技师说：[语音]|车主说：[图片]|技师说：[语音]|车主说：[图片]|车主说：[图片]|车主说：[图片]|车主说：帮忙看下这些故障码|技师说：[语音]|车主说：我是自动诊断的|车主说：电子模块|技师说：[语音]|技师说：[语音]|车主说：我那刚刚不是跟你说了，我是自动自动诊断，明白了没有？自动诊断，左右所有的东西全部自动诊断，诊断出的这些他们写的都很清楚，什么什么有什么就说你怎么处理就行了。|车主说：[语音]|技师说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：没有的|技师说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[图片]|技师说：[语音]|车主说：[语音]|技师说：[图片]|车主说：[语音]|技师说：[语音]|技师说：[语音]|技师说：[语音]|技师说：[语音]|车主说：好的|技师说：[语音]|车主说：OK|技师说：嗯,你好，根据描述情况分析这个需要用解码器进去发动机电脑模块里看实际水温值，只要水温高于电子风扇启动水温，电子风扇工作就正常，
210,Q5211,东风风光,东风风光330,你好老师，4升装的防冻液要加几瓶？2014款，1.5！七座车！,技师说：你好。这个需要两瓶，8升，用6升就够了|车主说：谢谢老师！祝心情愉快！健康平安！|技师说：不客气的,用2瓶，只用6升左右
211,Q5212,海马,丘比特,海马丘比特的主驾座椅能买到吗？多少钱,技师说：您好 北京五方汽配城可以问问|车主说：有链接给我？|技师说：这个平台不能涉及任何链接联系方式的|技师说：哪一年丘比特|车主说：谢谢,有
212,Q5213,大众,途观,2015年大众途观大灯远光灯都不亮怎么回事    大灯继电器有吗,技师说：您好 没有单独继电器|技师说：是集成在j519里面的|技师说：用电脑远光动作测试 确定是线路问题还是开关问题还是j519|车主说：j519在哪里|技师说：方向盘底下|技师说：车身控制模块,控制器有问题
213,Q5214,宝马,M1,纠结啊，宝马M140i值不值得入手，现在优惠挺大,技师说：建议你买3系的，1系的都空间小,客户价值观的建议
214,Q5215,雪佛兰,科鲁兹,科鲁兹1.6排量不好启动，故障码是p0340进气凸轮轴位置传感器电路，是什么问题,技师说：报传感器电路，说明位置传感器没有工作，拔下插头测量三根线，分别为12V，5V，搭铁，只要三根线正常，那么多数都是传感器故障，换之前看看凸轮轴信号齿轮有没有缺齿|车主说：我换了一个传感器还是一样，我量的是两个5付一个地铁，车子一热就报这个故障码，,测量一下两根火线，分别是12V5V或者两个5v，一根搭铁，如果线路没有问题，那么基本都是传感器故障
215,Q5216,大众,帕萨特,天窗自动打开咋回事？我的是2011款2.0T至尊版的帕萨特？,技师说：把天窗开关拆了，看看还会不会自动开，如果把开关拆了就正常了，那么说明开关故障，如果开关拆了同样自动打开在检查其他问题|车主说：[语音]|技师说：请用文字，语音我这里闪退|车主说：这样去汽修厂  能有故障码吗？  仪表盘上啥都没有  就是今天才出现这个状况   原来没有过    是不是有什么恒温系列的控制？|车主说：锁上车就没事了|车主说：是不是因为天气热的情况？|技师说：没有故障码，锁车后全车断电了，当然就不会打开了，这种情况我遇到过一次就是开关坏了，在行驶的过程中，天窗自动打开|技师说：这个和天气没有关系|车主说：对   就开到半个     然后在缩俩下就不动了    关上它又自己开了|车主说：这个开关怎么拆好拆吗？|技师说：最好不要自己拆，免得拆坏了|车主说：哦   多少价位一个开关你清楚吗？|技师说：不好意思！价格不清楚|车主说：谢了  哥们|技师说：??,把天窗开关拆了看还会不会出现，不出现就是天窗开关的问题
216,Q5217,三菱,帕杰罗(进口),你好大神请问下3菱v73气门摇臂怎么对记号,技师说：区分一下进排气，不区分哪个缸|车主说：那个是进气左右有分吗|车主说：[图片]|技师说：一边是带角的，对吧|车主说：[图片]|车主说：[图片]|技师说：发图给你|车主说：可以可以老师|车主说：现在发给我吗老师|技师说：[图片]|技师说：可以微信关注公众号：汽修宝典。资料比较全|车主说：有点看不懂啊老师|技师说：有角的是分开的|车主说：明白了|车主说：[图片]|车主说：这个坏了会影响声音吗|车主说：我这车启动来气门的声音很大|车主说：怎么说啊老师|技师说：你这个气门是液压调整的吗？|技师说：怎么有磨损呢？|车主说：不知道就是磨损了才有声音|技师说：那得查一下油道，是否缺机油，是否卡滞导致的|车主说：老师还有图吗,有角的错开
217,Q5218,奥迪,奥迪A4L,你好，我是09年的奥迪a4l，行驶11万公里了，最近车子怠速共振，抖动，座椅和门板都能感觉到，一抖一抖的，转速表稳当不动，5053也测不出故障码，请问这个跟发动机机脚关系大不大，如何判断是否是发动机机脚的问题引起的共振，还有就是跟点火线圈和喷油嘴的关系大不大，我换过火花塞和清洗节气门了，没效果。,技师说：[语音]|车主说：这个需要升起来检查嘛|技师说：[语音]|车主说：翘发动机机脚垫，观察是否松动，对吧|技师说：[语音]|车主说：还有哪些方面会引发这个情况呢|技师说：[语音],你好，没有故障码的话建议先检查发动机外围导致抖的原因，特别是机脚垫，很高兴为你解答！
218,Q5219,大众,朗逸,10年朗逸油门加到两千多转时机油灯闪烁,技师说：机油在哪里换的|车主说：维修厂|技师说：测量一下机油压力，看看机油泵有问题没有，再检查一下机油压力开关|车主说：[图片]|车主说：这是机油压力开关吗？|技师说：是的|车主说：但是我把这个拆掉  机油灯在怠速时还是不会亮   只有加油门后才会闪    不是一直亮|技师说：测量一下燃油压力|车主说：燃油？|车主说：机油压力冷车启动才0.2|技师说：机油压力|车主说：这个车型是不是也有两个机油传感器？|车主说：？？？？,检查机油压力及传感
219,Q5220,起亚,赛拉图,车内保险丝盒怎么匹配，,技师说：这个不用匹配的。|车主说：那为什么启动不了呢|车主说：[图片]|车主说：就是换了这个|技师说：他这个东西不用匹配了，你看一下哪个保险丝又烧掉了没有？|车主说：启动的时候，四个车门锁会开关|车主说：他这个是加装的防盗器|技师说：你把那个防盗器拆掉，拆掉以后。|技师说：有可能是你的防盗器起作用了，然后不供油无法启动。|车主说：拆掉了，没用|技师说：你找个师傅检查一下是不供油还是不供电？|车主说：没有供电|车主说：防盗器都拆了还没用|技师说：检查发动机模块到点火线圈这些线有断的吗？|车主说：以前就是因为转向灯不亮，检查出来是保险丝盒继电器坏了，更换了保险丝盒，现在就启动不了了|技师说：是在哪里换的保险丝盒|车主说：车内|技师说：老的装上去现在能着车吗？|车主说：可以的|技师说：那就是新的保险丝盒有问题了|车主说：后来又发来一个新的，还是不行|技师说：配件号一样吗？|车主说：一样的,车内保险丝盒不用匹配的
220,Q5221,福特,嘉年华,亮气囊故障灯    电脑消不掉，怎么解决,技师说：这个是你的副驾驶那个安全气囊有问题了吗？|车主说：安全气囊坏了？|技师说：以前气囊出来过没有,检查乘客侧安全气囊
221,Q5222,荣威,荣威350,荣威350故障码c1121 这个是ABS故障,技师说：经常亮吗？|车主说：对|车主说：删不掉|车主说：这个继电器就是aba泵吗|技师说：这个故障码在我们4S店找不到原因|车主说：你们有见过这故障吗|技师说：你去4S店用专用的电脑检查一下|技师说：他这个电脑检测的不准,用专用电脑检测
222,Q5223,大众,宝来/宝来经典,大众bora宝来1.8气缺列1传感器2啥问题,技师说：您好 后氧啊|车主说：第二氧传感嚣啊|车主说：个|技师说：嗯啊 这么简单的问题 嘿嘿|车主说：想确定一下|车主说：坏了机头有啥症状|技师说：[语音]|车主说：怠速不稳，一下高一下低|技师说：[语音]|技师说：[语音],后氧
223,Q5224,福特,福克斯,10年经典福克斯，故障灯亮了，电脑显示进气道什么故障，然后换了95号汽油，故障灯自己灭了，过了几天换回92汽油一着车故障灯马上就亮了～～！什么毛病？严重吗？以后只能用95的油了吗？谢谢大师！！！,技师说：你好福特技术总监为你解答|车主说：谢谢|车主说：麻烦解答|车主说：什么毛病？大师|技师说：进气道有个电磁阀。|车主说：嗯|车主说：然后呢|技师说：由于你没记住故障代码。我怀疑是进气控制阀有问题|车主说：对对对，故障代码说的就是这个|技师说：和汽油关系不大的。需要更换这个阀|车主说：需要维修吗？|车主说：大约多少钱|技师说：需要维修，价格请到当地4s店或者汽配店咨询。我不清楚价格的|车主说：好的，十分感谢大师！！！|技师说：关注我，有任何问题随时咨询,明确告诉车主如何维修
224,Q5225,其他品牌,其他车系,马自达六08年2.0排量，vvt执行器怎么安装，拆解时候没看位置，最好有图，谢谢，,技师说：您好，这款车需要曲轴 凸轮轴专用工具定位的。一缸压缩上止点，然后挂正时链条就可以了。|车主说：曲轴链条轮没有固定销，可以随意转动么|技师说：不是的，不是的，曲轴有定位。|车主说：曲轴，凸轮轴我都固定住了，但是曲轴上的链条齿轮是活的，这个链条轮有位置没|车主说：最主要是vvt执行器安装时候有没有位置|车主说：就是vvt执行器安装时候他有没有一个特定的位置，或者有没有点可以对准安装|技师说：没有位置|技师说：[语音]|车主说：vvt执行器可以随意位置安装是么|技师说：[语音]|车主说：皮带轮位置我知道曲轴正时链条轮没有位置是吧|技师说：[语音]|车主说：我可以理解为，曲轴，凸轮轴都固定好了，然后安装vvt时候先不用固定，之后挂链条，挡板涨紧器在固定vvt轮，然后上正时壳，继而固定好皮带轮位置，最后固定住曲轴螺丝就可以了是吧|技师说：对|技师说：[图片]|技师说：[图片]|技师说：[图片]|技师说：[图片]|技师说：[图片]|技师说：[图片]|技师说：明白了吗|车主说：明白了，谢谢|技师说：不客气|车主说：怎么设定采纳？|技师说：[语音]|车主说：好的|车主说：当时拆解vvt轮没注意位置，拆完后想想就尴尬了，不敢安装了，有了您的解答，这下放心了，再次感谢|技师说：不客气|车主说：找不到采纳，也找不到评论，是不是得等这个问题24小时结束后才能评论采纳|技师说：找不到，就算了 等系统关闭后,这款车需要曲轴转到一缸压缩上止点，凸轮轴 曲轴专用工具定位，在挂正时链条的时候，先把可变正时vvt固定螺丝松了，挂好链条，上好张紧器，然后再紧上螺丝，下面给您相关图片参考
225,Q5226,奥迪,奥迪A6,汽车的防盗配钥匙码要提供什么资料，你这可以查到吗,技师说：我们家要车到现场，要行驶证我能要拍行驶证，车牌，车架号的照片由售后总监跟厂家申请，才能拿到密码，|技师说：你是钥匙掉了吗还是想多配一把备用？|车主说：我是钥匙全丢|技师说：那就只能联系当地售后了，我们家的话是可以上门服务，但是要看配件有没有现货，现在联系上了吧？,钥匙丢失，现在的车子基本都是有发动机防盗的，不建议在外面破解匹配钥匙，如果有备用钥匙，可以看到4S申请配钥匙，如果没有最好联系4s解决，
226,Q5227,长安欧尚,欧尚,大事好我车是2016款长安欧尚二保已做完今早上启动发现很抖是什么原因引起的是否积碳太多怎么清洗,技师说：您好，二保时候公里数也不多，这个积炭不会太多的。应该和积炭关系不大。最好是到附近的修理厂调取故障码看一下。由于是二保过后引起的，发现异常的话，还是需要回4s店质保的。|车主说：热车后就不太抖了|车主说：会不会和发动机升温太快有关|技师说：可能是发动机燃烧不完全。|车主说：哦哦谢谢|技师说：这个和发动机升温快慢没有关系的。|技师说：发动机故障灯点亮了吗？|车主说：没有|车主说：没点火发动机自检是亮的启动后没有发动机故障灯亮|技师说：这个基本正常|车主说：嗯好的谢谢大师的回答|技师说：[语音]|车主说：嗯好我试试|技师说：[语音]|技师说：[语音]|技师说：[语音]|技师说：[语音],您说这个情况一般原因是由于燃油泵泄压或者发动机积炭过多造成的需要带启动着车之前反复的开关几次钥匙门，看一下是不是还有这个情况，如果还有这个情况的话，建议到4s店检查，更换汽油泵可以到修理厂检查，清洗喷油嘴和节气门，并匹配节气门
227,Q5228,欧宝,赛飞利,欧宝赛飞利的压缩机不工作，用手给压缩机继电器动作可以工作，也制冷，用431读空调压力开关数据为零，空调压力都有，就是压力开关数据为零，可是压力开关损坏,技师说：您好，您说的这个情况，一般原因是压力开关损坏，或者相关线路断路短路，空调系统内部压力不够造成的。需要检查相关线路进行修复，检查空调系统压力。更换损坏的压力开关。|技师说：在吗|技师说：都检查什么了|车主说：在的，刚忙呢|车主说：插了压缩机插头有电，空调继电器好的，用手捏压缩机工作，压力开关插头也通电，氟利昂也有|车主说：用电脑读取空调压力开关数据发现数据为0|车主说：读取空调压力为1.4几|技师说：检查更换压力开关|车主说：三插的，估计和科鲁兹相同|技师说：使用发光管试灯检查一下电磁阀的信号。|车主说：[图片]|车主说：关换了开关没用|车主说：还是不工作，室外温度传感器不通电|技师说：没检查线路 直接换的？|技师说：应该先检查线路吧|车主说：线路看了好的|车主说：三线的，一根通电，一根零线一根信号|技师说：不是看是好的就是好的，线路缺少电源还是搭铁信号|技师说：线路没事 控制模块问题就大了|车主说：电脑？|技师说：嗯|车主说：疯了|技师说：[图片]|技师说：这个看看 参考一下|技师说：还是需要先检查线路|车主说：压缩机线好的，只是发现室外温度传感器没电，但查线是好的|技师说：控制方面|车主说：ac开关没激活，离合器开花线路故障|技师说：嗯|技师说：检查这方面线路,根据您的描述，这个情况的一般原因是室外温度传感器相关线路断路 短路，室外温度传感器损坏，或者控制模块损坏造成的，需要检查相关线路进行修复，更换损坏的控制模块
228,Q5229,奇瑞,奇瑞E5,奇瑞E5转弯打方向没进  直行有劲,技师说：你好，做了什么维护没有。检查火花塞，点火线圈。钢线，还有检查半轴外球笼磨损了没有|车主说：换了汽油泵进气压力传感器|车主说：？？？|技师说：检查火花塞，点火线圈，钢线,检查火花塞，点火线圈，钢线，还有读取发动机有没有故障，检查进气压力传感器
229,Q5230,吉利汽车,吉利GX7,吉利GX718，2012行政版，猛加油门挫车，换过缸线，点火线圈，换过气门。行驶106000公里,技师说：用电脑检测没|技师说：读取故障码没|车主说：后氧传感故障，其他正常|技师说：路试用电脑看14至16组数据看有没有缺缸,建议用电脑看下发动机14至16组数据，看有没有缺缸的
230,Q5231,别克,凯越,Qwdwqdqwdqwdqwdqwdqwdqwd,技师说：您好！请问有什么可以帮你分析的吗？,请对需要咨询的故障情况进行描述
231,Q5232,路虎,发现,清完故障码开了十几公里之后故障码又跳出来了请问这是什么原因引起的,技师说：碳罐电磁阀|技师说：坏了 你换了不|车主说：我还没换具体在哪个位置？|车主说：嗯？小哥哥麻烦您速度回复我一下可以吗|技师说：3.0t|技师说：刹车油壶旁边那块棉拿掉 在里面盖着呢|车主说：这车不带t|车主说：[图片]|车主说：没看到啊|车主说：4.0自然吸气|车主说：[语音]|车主说：[图片]|车主说：？？？？？|车主说：麻烦快点可以吗？|技师说：我也在修车啊 兄弟|车主说：。。。|技师说：银白色管子有不 看到没|车主说：没看到|车主说：你在图上帮我标出来大概在哪个位置我自己找找看|技师说：你拍的图上没有|车主说：行|技师说：我修的3.0t的 你修的4.0的|车主说：没事没事我在找找看吧不行的话再问你|车主说：[图片]|技师说：你顺着节气门上面的管子往下找 进气支管下面 找找看|技师说：我给你查查 你先找|车主说：行 谢谢！|技师说：兄弟 还在不|技师说：在备胎哪里|技师说：兄弟|车主说：这边就一个碳罐|车主说：[图片]|车主说：电池阀不知道在哪|技师说：[图片]|车主说：什么意思|车主说：图有高清的吗|车主说：看不清楚|车主说：！！！！|技师说：等会|技师说：你先找着|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[图片]|技师说：好了 看看|车主说：兄弟！|车主说：这个资料的链接能给我一下吗|技师说：没有链接 亲|车主说：[图片]|车主说：好的！|技师说：平台不让加好友 亲|车主说：ok的！|技师说：严格按照平台规定走 亲|车主说：行行行！外快哦！|技师说：找到了不 兄弟|车主说：大概位置找到了|车主说：就是前挡风雨水收集板怎么拆？|车主说：[图片]|车主说：空间太小|技师说：[语音]|车主说：[语音],碳罐电磁阀坏了
232,Q5233,宝马,宝马7系,继电器怎么测量！！！！！！！！！！！,技师说：你好，稍等一|技师说：你好，你说的是普通的四脚继电器的测量吗，|车主说：5脚的|技师说：85，86.87.87a.30|技师说：[语音]|车主说：我想问万用表怎样测量就可以了|车主说：跟4脚一样测量嘛|技师说：用万用表测85.86电阻就可以了|技师说：比4脚多了个长闭触点而已|车主说：86和85接电看吸不吸！可以嘛！|技师说：可以|车主说：谢谢！明白了|车主说：还问一个问题可以嘛！|技师说：原则上我已经回答结束了，不过你可以再问|车主说：宝马740！换新减震起不来！|技师说：气压的把|技师说：没换之前是正常吗|车主说：车主自己买回来给他换|车主说：431区动可以升起来！|技师说：我意思没换之前是不是好的，|车主说：一|车主说：试车沉下来了|技师说：气泵管路都正常吧|车主说：继电器没问题|车主说：气泵正常|技师说：我问你这个你回答那个|技师说：有没有报故障|车主说：车主说有时候沉下去！又起来！右后|车主说：管路正常|车主说：你认为分配阀关系大嘛？|车主说：没故障码|技师说：如果换前是好的，换了后出现这种问题，应该和你接管路有问题，人为的故障不好确定|车主说：换之前！也是跑在路上沉下去|车主说：减震是下线的|技师说：那和分配阀有一定关系，|技师说：休息了，有问题明天继续吧|车主说：左右减震不升也不降|技师说：嗯，那就应该是分配阀问题，|车主说：我就不明白启动发动机也不升！只是431区动才升起来！|技师说：这个只能说明电磁阀工作正常|技师说：睡了，有问题明天再联系我吧，|车主说：除了分配阀！还是什么地方直怀疑呢！|技师说：不是怀疑故障，是检查维修故障|车主说：好的|技师说：睡了，|车主说：师傅！换分配阀！启动发动机气泵也不工作|技师说：[语音]|技师说：[语音]|技师说：你好，现在有点忙，如果还有问题请提问，稍后回复你|车主说：就是换新减震气泵不工作|技师说：[语音]|技师说：[语音]|车主说：会不会要篇程！新的减震|车主说：气泵没动过|技师说：编程那就需要专业的了，|技师说：我先忙了,你好，根据咨询问题分析说明了继电器测量的方法，很高兴为你解答！
233,Q5234,比亚迪,比亚迪F3,比亚迪f3气门间隙过大，有哒哒声，车热了就不响了，用修吗？求大神，别乱答,技师说：您好 不用修 加点好机油就行了,不用修 加点好机油就行了
