Unnamed: 0,QID,Brand,Model,Question,Dialogue,Report
238,Q5239,福特,金牛座,福特 金牛座 自动 泊车 故障,技师 说 福特 技术 总监 为 你 解答 技师 说 能 提供 故障 码 么 技师 说 或者 故障 图 车主 说车 内屏 上 显示 故障 开关 没 反应 自动 驻车 也 不能 用 技师 说 你 是 车主 还是 修理店 技师 说 先要 用 电脑 读取 故障 码 技师 说 要 判断 哪 一个 雷达 探头 有 问题 才能 进一步 检查 维修 车主 说 我 一会儿 给 你 发 故障 图 没有 故障 代码 车主 说 是 车主 车主 说 情况 可能 是 什么 地方 出 问题 技师 说 一般 都 是 雷达 传感器 损坏 的 具体 要 用 电脑 检测 才能 确定 故障 点 的 技师 说 去 检查一下 吧 这个 原车 是 保修 的 技师 说 关注 我 有 其他 问题 可以 咨询 我,告知 顾客 原因 及 当前 有效 的 解决 方法
239,Q5240,东南,东南,东南 有 前后 防撞 钢梁 吗,技师 说 有 防撞 梁 的 技师 说 相对而言 比 轿车 更 坚固 车主 说 前后 都 有 吗 还是 只有 前边 有 技师 说 都 有 车主 说 东南 尊贵型 和 旗舰型 这 两款 哪个 省油 技师 说 油耗 一样 技师 说 都 是 车主 说 东南 和 风神 哪个 质量 好 安全性 好 省油 技师 说 这 两款 车 都 比较 冷门 你 也 可以 考虑一下 同等 价格 的 吉利 远景 车主 说 远景 的 哪个 款 比较 推荐 女孩 开 技师 说 你 可以 去 百度 看 一下 远景 技师 说 吉利 的 质量 在 国产车 当中 是 数一数二 的 车主 说 前后 有 防撞 梁 吗 技师 说 绝大部分 车型 都 是 有 防撞 梁 的 吉利 是 所有 车型 都 有 防撞 梁 车主 说 远景 和 东南 哪个 省油 技师 说 远景 省油 车主 说 北京 现代 途,匹配 的 应该 是 三菱 的 发动机
240,Q5241,大众,桑塔纳,桑塔纳 年车 突然 熄火 再也 打不着 了 有 电有 气 就是 钢线 火花塞 没 电 保险卡 都 正常,技师 说 你 检查 曲轴 位置 传感器 或者 凸轮轴 位置 传感器 车主 说好 的 谢谢 技师 说 还有 什么 咨询 的 吗,曲轴 位置 传感器 在 起动机 那里 凸轮轴 位置 传感器 在 正时 皮带 盘 下面
241,Q5242,日产,轩逸,大师 好 经典 轩逸开 空调 有 呜呜 共振 响 风扇 转得 快 的 时候 才响 但 不是 风扇 响不开 空调 正常 谢谢,技师 说 鼓风机 里面 有 树叶 脏东西 拆下来 吹 吹 车主 说 怎么 拆 的 呢 车主 说 经常 停树下 树叶 会 进去 吗 不 处理 有 影响 吗 技师 说 不会 有 影响 把 空调 滤芯 换掉 技师 说 风机 吹 吹 技师 说太脏 了 技师 说 还有 种 可能 是 风机 轴承 响 这种 可能性 小 技师 说 副驾驶 工作台 底下 是 鼓风机 上面 有 几颗 螺丝 卸掉 就 出来 了 车主 说 我 自己 洗车 的 时候 发现 挡风玻璃 下 一点 打开 盖子 里面 很多 树叶 是从 这里 进去 的 吗 技师 说 对 对 技师 说错 不了 您 拆 不了 鼓风机 只能 修理厂 或者 修理店 顺便 空调 滤芯 脏 的话 也 换掉 车主 说 拆 了 鼓风机 还要 用 风机 从 上面 吹 吗 车主 说 这种 情况 店会 帮 免费 搞 吗 技师 说 拆 了 鼓风机 用 吹 枪 吹 干净 装上去 就行了 肯定 收费 车主 说 拆 了 很 干净 哦 技师 说 对 对 对 车主 说 机仓里 发出 的 声音 技师 说 机舱 就 不是 鼓风机 看 一下 鸡爪 技师 说 共振 车主 说 车主 说 车主 说 好像 是 压缩机 响 技师 说 车主 说 车主 说 车主 说 技师 说 不 正常 噪声 大 技师 说 不过 能 用 技师 说用 一段时间 可能 就 不响 了 先用 用 车主 说 还 在 保修期 内过 保 了 就要 自己 掏钱 修 技师 说 对 对,风机 吹 干净 就行了
242,Q5243,本田,奥德赛,款 本田 奥德赛 想 用 专用 诊断仪 配合 电脑 端 软件 进行 怠速 学习 但 原厂 操作手册 里面 有 一个 步骤 用 跨接 线路 请 了解 这个 车 的 师傅 帮忙 解答 款 奥德赛 的 线 是不是 已经 集成 再 插口 里面 了 如果 不是 这个 插头 在 哪 谢谢,技师 说 在 插头 里面 技师 说 您 要 怠速 学习 至于 这么 麻烦 吗 亲 车主 说用 本田 的 原厂 电脑 学习 才行 要不然 自动 启停 失效 车主 说 那 就是 再 里面 我用 软件 直接 操作 就 可以 了 么 不 需要 像 老款 那样 再 插 另 一个 蓝色 插头 了 呗 车主 说 这个 车是 款 本田 奥德赛 那款 缤智 也 是 在 插头 里面 集成 了 吗 技师 说 对 对 你 太 聪明 技师 说 你 是 洗 节气门 了 吗 技师 说亲 车主 说恩 我 想 洗 节气门 所以 买 了 个 专用 的 电脑 车主 说 是不是 这样 理解 款 奥德赛 和 款缤智 都 已经 再 里面 了 我 只 需要 用 软件 短接 就 可以 了 不 需要 再 插 额外 插头 了 技师 说 对 啊 技师 说 但是 你 要 确定 你 买 的 电脑 好用 噢 技师 说 我们 一切 都 搞定 车主 说 可以 我 听说 过 那个 是 第三方 的 对 吧 车主 说 有人 用过 但是 对 本田 新款 奥德赛 说 是 会 造成 启停 失效 毕竟 不是 原厂 协议 技师 说 嗯 嗯 技师 说 车主 说 谢谢 啊 技师 说木事 都 是 兄弟 何必 那么 客气 车主 说,集成 插头 里面
243,Q5244,大众,帕萨特,帕萨特 双 离合 起步 顿挫 抖动 一档 换 二档 有时候 感觉 有 空转 的 表现 时好时坏,技师 说 匹配 一下 离合器 试试 车主 说 意思 换个 离合器 技师 说 不是 技师 说用 电脑 匹配 一下 离合器 车主 说 那 是 什么 怎么弄 技师 说 跑 了 多少 公里 了 技师 说 需要 用 解码器 车主 说 哦 的 去 店 了 吧 技师 说 专门 修 自动 变速箱 的 也 可以 修 车主 说 我 是 刚 买 的 人家 二手车 他 显示 的 是 万多 估计 是 挑 了 表 了 技师 说 起步 顿挫 检查一下 火花塞 技师 说 嗯 嗯 车主 说 意思 是 问题 不大 吧 车主 说 火花塞 都 是 刚换 的 就是 有时候 一档 变 二档 感觉 空转 抖动 车主 说 刚刚 大修 了 发动机 技师 说 这 说 不好 如果 匹配 还是 不行 就 需要 更换 离合器 具体 需要 实际 检查一下 不 一定 是 离合器 打滑 车主 说 还有 什么 车主 说 这 是 去 店 检测 了 吗 技师 说 变速箱 故障 或者 发动机 故障 车主 说 嗯 技师 说 你 从 哪 做 的 大修 车主 说 发动机 是 刚修 了 的 车主 说 外面 的 修理厂 技师 说 先用 电脑 检测 一下 有没有 故障 码 技师 说 那 你 就 先 找 修理厂 用 电脑 检测 一下 技师 说 一般 也 不要 钱 车主 说 该 换 的 都 换 了 人家 说 修好 了 我 才 开 的 故障 没有 车主 说 嗯 技师 说 那 就让 他 先 给 你 匹配 一下 离合器 车主 说 哦 技师 说 嗯 嗯 车主 说 像 换个 离合器 的 多 钱 了 技师 说 大概 五六千,建议 先 用 电脑 检测 一下 或者 匹配 一下 离合器
244,Q5245,五十铃,五十铃 皮卡,该车 事故 车 更换 水箱 冷凝器 水箱 框架 风扇 风扇 罩 修复 后 无法 启动 检查 发现 电脑 版 保险 烧坏 更换 后 可以 正常 启动 但是 压缩机 不吸合 直接 供电 压缩机 吸合 加注 了 大约克 雪种 空调 压力 开关 正常 蒸发 箱 温度传感器 只要 插 上车 立马 熄火 怀疑 该 传感器 更换 后 故障 一 一样 跪求 各位 大师 指导,技师 说 线路 联 电线 束 里面 有 破皮 联电 的 地方 电脑 版 车主 说 水箱 下面 的 线束 有 挤 的 地方 已经 包好 了 技师 说 牛 逼 车主 说 该车 现在 打开 点火 钥匙 鼓风机 不 运转 车辆 启动 后 鼓风机 才 转 正常 吗 技师 说 对 对 技师 说 正常 货车 就 这样,电脑 版
245,Q5246,大众,宝来,大众 转向 传感器 零位 标定 的 作用 我 的 车 跑 偏 定位 了 无数次 没有 太好 的 效果 想 试试 标定 请问 是 定位 前 做 还是 定位 后 做,技师 说 定位 前 做 技师 说 匹配 完 转向 角度 后 在 做 四轮 定位 车主 说 怎么 匹配 是 保持 方向盘 正 的 情况 下 做 即使 直行 角度 不是 还是 任由 方向盘 歪 技师 说 方向盘 回正 左右 各打 到头 试一下 两面 转 的 角度 一样 吗 如果 一样 做 匹配 时 方向盘 回正 就 可以 技师 说 如果 不 一样 就 把 方向盘 调 到 左右 一样 了 再 匹配 匹配 完后 在 做 四轮 定位 车主 说 我 的 车 方向盘 动过 一个 齿 技师 说 调回来 车主 说 尺度 是 有 刻度 的 车主 说 我 感觉 刻度 线 在 两个 齿 中间 并 没有 对 着 一个 齿 车主 说 你 说 的 调 角度 怎么 调 直接 调前束 吗 车主 说 两边 的 角度 需要 完全 一样 吗 有 少于 误差 可否,我 说 的 角度 是 把 方向盘 左右 打 的 圈数 调到 一样 少许 误差 没事 调 完后 匹配 转向 角度 然后 做 前束
246,Q5247,吉利 汽车,远景,上海 英伦 仪表盘 灯 间隔 闪烁 迈表 和 转速表 固定 不转,技师 说 检查一下 是不是 仪表 后面 的 插头 虚接 车主 说 这个 和 转速 传感器 有 关系 没 技师 说 没有 技师 说 是 转速表 和 迈速表 都 不动 是 不 车主 说 是 的 技师 说 那 就 跟 传感器 没关系 技师 说 重点 检查 仪表盘 和 仪表 插头 车主 说 线路 虚接 技师 说 对 车主 说好 的 技师 说 或者 仪表 坏 了 车主 说 不是 保险 坏 了 技师 说 不是 保险 坏 了 会 仪表 彻底 不亮 了 车主 说 视频 车主 说 视频 技师 说 应该 是 仪表 坏 了,这种 情况 就是 仪表 坏 了
247,Q5248,大众,途观,大众 途 观后 车门 凹 进去 一大块 需要 多少 钱,技师 说 修理厂 钣 金 修复 喷漆 左右 技师 说 曲江 龙邸 附近 有 哪些 店 推荐 吗 技师 说 技师 说 技师 说 这个 情况 修理 得 多少 钱 技师 说 看不见 一般 擦 挂 左右 大 一点,修理厂 钣 金 修复 喷漆
248,Q5249,奥迪,奥迪,年 奥迪 的 停车 辅助 蜂鸣器 后 在 哪里,技师 说 应该 在 方向盘 下面 技师 说 我查 一下 技师 说 技师 说 后备箱 找到 驻车 辅助 控制 单元 技师 说 技师 说 顺着 黄红 和 蓝 红色 找 技师 说,顺着 电路图 找 哪 两根 线 就是 蜂鸣器 的 线
249,Q5250,,,汽车玻璃 水 的 作用 有 哪些 在 冬季 使用 真的 不会 结冰 吗,技师 说 清洗 的 作用 有 冬季 玻璃水 不会 结冰,清洗 的 作用 有 冬季 玻璃水 不会 结冰
250,Q5251,日产,阳光,请问 东风 日产 阳光 驾驶 门有 钥匙 开 不了 遥控 可以 开 其他 门 就是 驾驶 门锁 死 在 里面 也 开 不了 有 什么 解救 方法 呢,技师 说 这种 情况 只能 去 修理厂 找 专业 的 维修 人员 把门 里板 拆卸 后 在 里面 打开 车门 这是 锁块 位置 卡滞 造成 的 无法 正常 开锁 车主 说 问题 是 我 就是 想 打开 车门 板门 又 锁 了 开 不了 啊 车主 说要 拆后 车门 再 拆前 车门 车主 说 你 的 回复 简直 一点 技术性 都 没有 技师 说 在 里面 也 可以 拆下来 前 门板 的 技师 说 这种 问题 本身 就 很 简单 不 要求 什么 技术 啊 车主 说 都 压死 了 怎么 拆 大师 车主 说求 解救 方法 急 了 明天 我 先 拆 后门 再 拆 前门 把 锁块 换掉 你 看 这样 行 吗 技师 说 从 一边 拆 技师 说 后门 拆 了 你 也 拆 不到 前 门锁 啊 车主 说 那 怎样 拆 啊 大师 车主 说 求救 我 就是 门 拆过 车门 我 只 修 汽车 防盗 技师 说 先 把 升降器 开关 取下 能 看到 螺丝 拆掉 内 拉手 位置 拆掉 剩下 的 都 是 卡扣 车主 说 门板 两边 都 压住 了 大师 门关 死 了 只能 拆开 升降 窗 总开关 技师 说 左下角 位置 稍微 用点力 让 门里板 打开 缝隙 手能 伸进去 就 可以 打开 车主 说好 的 谢谢 不好意思 了 刚才 我 乱说 了 只是 我 没 遇到 过 这种 情况 车主 说 伸进去 用 手摸 那个 锁块 车主 说门 压住 了 锁 块 的 三条 螺丝 技师 说 对 锁块 开关 锁 的 位置 应该 是 卡住 了 用 手 稍微 用力 扳 一下 应该 就 可以 打开 车主 说 谢谢 啊 我 明天 把门 开 了 我 直接 把 锁 块 换 了 技师 说 到时候 有 疑问 随时 联系 我 就 可以,这种 情况 只能 去 修理厂 找 专业 的 维修 人员 把门 里板 拆卸 后 在 里面 打开 车门 这是 锁块 位置 卡滞 造成 的 无法 正常 开锁
251,Q5252,斯柯达,明锐,可以 推荐 一款 信号 稳定 和 定位 准确 的 定位器 吗 最好 是 你们 卖 的 可以 包 安装 的 最好 是 接线 的 因为 不 接线 的 充电 太 麻烦 了 车型 斯柯达 明锐 款 的 逸致 版 谢谢,技师 说 谷米 爱车 安 这款 质量 还 不错 车主 说 麻烦 说 一下 具体 哪款 型号 谢谢 技师 说 技师 说 那种 的 车主 说 嗯 谢谢 了,谷米 爱车 安 这款 质量 还 不错
252,Q5253,本田,思域,打开 钥匙 继电器 一直 跳 打不着 火 插 上 解码器 就 不 跳 了 能 打着 全 正常,技师 说 这 是 有 线索 插头 是 松 的 你 插 上 解码器 后 电路 被导 技师 说 电路 被 导通 肯定 不 跳 万 了 车主 说 那 这个 问题 怎么 解决 车主 说 能 说 说 大概 是 哪里 的 插头 吗 技师 说 这个 应该 是 向 继电器 供电 的 插头 唯一 办法 是 每 插头 查看,根据 你 的 描述 你 的 爱车 线路 中 的 线索 插头 有 问题 请 进行 检查
253,Q5254,大众,迈腾,本人 年 月 提 的 迈腾 系列 目前 行驶 公里 之前 一直 正常 行驶 在 年 过 春节 前去 店 正常 保养 回老家 之间 一直 正常 这 期间 车子 正常 行驶 千 多公里 正常 保养 都 在 千左右 在 本人 在 月初 回 上海 途径 南京 车子 出现 油压 过低 报警 车子 无法 行驶 去 路边 修理厂 帮忙 换 了 韩国 机油 油率 油路 传感器 顺利 回归 上海 到 上海 以后 这 期间 车子 也 就 行驶 公里 又 出现 机油 过低 现象 跪求 大佬 帮忙 看看 还 发现 一个 问题 车子 正常 保养 后 特别 省油 越到 后期 车子 越费油 本人 电话,技师 说 您 的 爱车 烧 机油 严重 啊 技师 说 车主 说 车主 说 改 怎么 解决 呢 车主 说 是 直接 买 机油 加进去 还是 去 店 保养 换 新 机油 技师 说 大修 吧 兄弟 技师 说 烧 机油 太 严重 车主 说 卧槽 才 多公里 兄弟 就要 大修 车主 说 有没有 别的 解决办法 技师 说 车主 说 听 不到 啊 兄弟 能 打字 说 一下 嘛 技师 说 也 有 可能 是 涡轮 烧 机油 车主 说好 的 车主 说 谢谢 技师 说 机油 加点 好 机油 使 着 一个 牌子 加 技师 说全 合成 机油 车主 说好 的 谢谢 你 了,涡轮 烧 机油 严重 重点 看 涡轮
254,Q5255,雪佛兰,赛欧,启动 不了 昨天 还是 好 的 今天 早晨 就 启动 不了 检查 保险 都 是 好 的 就是 发动 不 着火,技师 说 您 好看 一下 有油 有 火 不 没油 考虑 汽油 泵 没火 考虑 曲位 没油 没火 考虑 防盗 车主 说 有 油 早上 加油 门 打 打着 了 没 怠速 现在 打 马达 转一 踩油门 马达 就 卡 一下子 不 爆发 车主 说 你 是 说 曲轴 位置 传感器 吗 技师 说 对,曲位 坏 了
255,Q5256,大众,速腾,后轮 为啥 减震 那么 低空 车,技师 说 检查 减震器 是否 漏油,减震器 漏油 会 导致 低
256,Q5257,大众,凌渡,大众 凌渡 动力 时好时坏 好 的 时候 油门 很紧 踩 一点 就 窜 出去 了 坏 的 时候 油门 很软 踩 到底 都 没有 推背 感 就 感觉 涡轮 不 介入 了 一样 变成 自吸 了 目前 已 更换 火花塞 清洗 三元催化 器然 并 卵,技师 说 故障 码有 不 车主 说 没有 店 电脑 检查 什么 毛病 都 没有 技师 说 车主 说 节气门 上次 他们 给 我 清洗 了 汽油 应该 是 没 问题 因为 我换 了 好几个 加油站 也 没什么 改善 技师 说 车主 说 他们 用 气枪 吹 的 没有 拆下来 技师 说 不行 必须 拆下来 看 车主 说 兄弟 这个 跟 涡轮 介入 有 关系 吗 技师 说 技师 说 车主 说 转速 也 能 上去 就是 没劲 车主 说 动力 好 的 时候 根本 就 没 踩 过 地板 油 因为 感觉 油门 很紧 踩 踩 就 往前 窜 现在 就是 油门 非常 的 软 不 注意 就 踩 到底 了 技师 说 涡轮 确实 没 介入 技师 说 还有 种 可能 发动机 电脑 需要 升级 技师 说 不 升级 也 会 这种 情况 车主 说 对 啊 差别 太大 了 现在 是 找 不到 原因 车主 说 那 去 店 他们 会 给 你 升级 吗 技师 说 升级 要钱 技师 说 给钱 怎么 不会 升级 技师 说 你 去 修 的 车 吗 车主 说 对 啊 都 是 去 弄 得 我 的 还 在 保修期 啊 你 说 的 是 刷 技师 说 在 保修期 啊 让 他们 修 反正 又 不 给钱 技师 说 对 就是 刷 车主 说 哪 有 没 给钱 换 这 洗 那 的 都 给钱 了 关键 是 还 没 弄 好 这 是 最气 人 的 技师 说 这 是 一种 可能 行 不见得 有效 但是 是 一种 方法 技师 说 太 操蛋 了 技师 说 去 大众 专修 修 也 是 不错 的 选择 车主 说 没 办法 我们 这 一个 小 县城 能 咋办 技师 说 这种 情况 还要 修不修 没法 开 技师 说 县城 不行 至少 市 里面 修 不然 你 只会花 更 多 冤枉钱 技师 说 涡轮 也 有 可能 坏 车主 说 知道 了 兄弟 谢 了,重点 看 三元 堵不堵
257,Q5258,广汽传祺,传祺,大师 我 的 车 是 传祺 手动 行驶 五 万多公里 刚才 行驶 路口 掉头 后 车辆 无缘无故 断电 熄火 后 又 点火 正常 刚才 太 危险 了 请问 大师 这是 什么 故障 谢谢,技师 说 这种 情况 可能 是 发动机 怠速 偏低 造成 的 熄火 应该 是 车辆 发动机 积碳 过 多 导致 的 具体 还 需要 去 修理厂 用 电脑 读取 一下 发动机 有没有 相关 的 故障 码 根据 故障 码来 具体 判断 分析 故障 点 车主 说 车辆 仪表 没有 故障 显示 怠速 也 正常 车主 说 你 说 的 积炭 过多 怎么 处理 技师 说 清洗 一下 节气门 和 进气道 积碳 车主 说 费用 大概 多少 啊 还有 需要 换 火花塞 吗 是不是 要 做 一次 大 保养 都 包括 哪些 技师 说 不 需要 大 保养 清洗 一下 节气门 和 进气道 积碳 更换 新 的 机油 火花塞 费用 左右 车主 说好 的 明天 就 去 谢谢 车主 说 车主 说 大师 我 的 车时 规壳 渗油 去过 一次 发动机 都 吊 了 抹 点 密封胶 又 装上 了 开 了 半年 又 渗油 请问 该 怎么办 技师 说 这种 情况 拆卸 后 重新 打胶 处理 用 进口 的 密封胶 车主 说好 吧 我 看 也 只能 这样 了,这种 情况 可能 是 发动机 怠速 偏低 造成 的 熄火 应该 是 车辆 发动机 积碳 过 多 导致 的 具体 还 需要 去 修理厂 用 电脑 读取 一下 发动机 有没有 相关 的 故障 码 根据 故障 码来 具体 判断 分析 故障 点
258,Q5259,荣威,荣威,燃油泵 保险丝 在 哪里,技师 说 下面 发动机 车主 说 哪 车主 说 能 具体 一点 吗 车主 说荣威 车主 说 年 的 车主 说 车主 说 喂喂 技师 说 车主 说 车主 说 技师 说 这 里面 没有 技师 说 发动机 里面 车主 说 技师 说 这 一款 不 在 机盖 下面 车主 说 那 在 那里 技师 说 好像 是 技师 说 都 测 一下 技师 说 汽油 泵 不 供电 技师 说 吗 车主 说 不 对 车主 说 不是 技师 说 技师 说 技师 说 技师 说亲 看吧,保险丝 有 问题
259,Q5260,奔驰,奔驰,的 氛围 灯带 怎么 调 啊,技师 说 中央 显示屏 设置 里 可以 调 的 车主 说 我 调 了 可是 没用 啊 车主 说 我 灯 带调 不 出来 技师 说 那 就 得 用 电脑 检测 啊 技师 说 电脑 也 可以 调 的 车主 说 车主 说 车主 说 就 只有 调 到 这样 车主 说 车主 说 技师 说 你 是 想 调 颜色 吗 车主 说 颜色 也 没用 车主 说 调到 了 颜色 没 显示 出来,中控 屏里 可以 设置 的
260,Q5261,大众,捷达,捷达 春天 空调 新加 氟 制冷 还行 过 几天 就 不怎么 凉 了 检漏 观察 一 小时 左右 也 不 掉 压加 氟 的 嘴子 也 不漏 请问 大事 应该 检查 哪 部分,技师 说 那 几个 接口 都 检查 了 吗 车主 说 都 检查 了 两个 接口 技师 说 打 完压表 往下走 吗 多 挺 一会 车主 说 观察 了 一个多 小时 左右 车主 说表 没有 往下走 车主 说 请问 时间 还是 短 吗 技师 说 不 短 技师 说 几天 就 没 吗 车主 说 这种 情况 应该 检查 哪些地方 技师 说 你 检查 下 压缩机 是不是 有 问题 车主 说 嗯 几天 就 不怎么 凉 了 车主 说 这要 去 专业 修 车载 空调 的 地方 检查 吧 技师 说 正常 的 车主 说 我 是 让 汽修厂 给 检查 的 技师 说 发错 了 车主 说 奥 技师 说 您 最好 去 店里 检查 下 车主 说四店 吗 车主 说 请问 您 是 哪里 的 技师 说 不用 担心 技师 说 嗯 最好 去 店 哪里 表 比较 准查 漏 也 有 设备 车主 说 主要 是 夏天 没有 空调 很 麻烦 的 车主 说好 的 车主 说 您 不是 保定 附近 的 吧 如果 是 的话 可以 让 您 给 检查一下 技师 说 我 在 东北 不好意思 车主 说好 的 谢谢 了 如果 有 什么 问题 再 像 您 请教 车主 说 您 先忙 吧 技师 说 不 客气 技师 说 谢谢 奖赏,建议 检查 空调管 路 有没有 漏 的 在 检查 下 压缩机
261,Q5262,本田,锋范 经典,锋范 经典 款 节气门 清洗 过 一次 现在 三万 六千 公里 怠速 又 不 稳 啦 什么 原因 怎么 解决,技师 说 正常 节气门 左右 就 得 清洗 一下 车主 说 怎么 清洗 比较 好 技师 说用 专用 清洗剂 清洗 然后 用 电脑 匹配 车主 说 节气门 需要 拆下来 吗 技师 说 不 需要 车主 说 这个 与 发动机 积碳 有 关系 么 发动机 积碳 怎么 清理 技师 说 有 关系 可以 清洗 喷油嘴 和 燃烧室 内 的 积碳 车主 说 打吊瓶 还是 技师 说 喷油嘴 打调 瓶 燃烧室 有 专用 的 机器,建议 清洗 下 节气门 和 发动机 积碳
262,Q5263,宝马,宝马,款 宝马 方向盘 熄火 后 复位 时会 发出 嗞 嗞 的 类似 电流 的 小 声音 是 怎么回事 问题 大 吗 需要 开去 检修 吗 谢谢 帮忙 解答,技师 说 故障 多久 了 技师 说 电脑 检测 过 吗 车主 说 有 半年 多 了 没 检测 过 技师 说 最好 先 用 电脑 检测 下 看 有没有 故障 码,建议 先 用 电脑 检测 一下
263,Q5264,大众,宝来,朗逸 自动 挡车 未 起动 前 刹车 发 硬是 什么 原因,技师 说 没 启动 之前 刹车 没有 助力 都 硬 啊 车主 说 和 以前 比较 有 踩 不下 的 感觉 技师 说 没 着 车前 都 很 硬 正常 的 车主 说 以前 没有 这种 情况 技师 说 要是 着 车后 刹车 能 变软 就 没 问题,正常 没 启动 前 踩 刹车 是 硬 的
264,Q5265,大众,速腾,档位 怎么 不 显示 了 扳手 怎么 消除,技师 说 保养 复位 技师 说 没 做 吧 车主 说 不 知道 怎么 复位 车主 说 机油 换 了 技师 说 按住 仪表 右面 键子 同时 打开 点火 开关 然后 在 按 下 仪表 左面 的 键子 技师 说 松开 手 车主 说 不管 用 技师 说 手动 做 不 下去 就 得 用 电脑 做 车主 说好 吧 那 档位 怎么 不 显示 了 技师 说 档位 不 显示 说明 你 变速器 电脑 里存 着 故障 码用 电脑 调取 下 故障 码,建议 用 电脑 读取 下 变速器 故障 码
265,Q5266,中华,中华,请问 大师 我 的 车 之前 是 上 了 刹车 方向盘 就 抖动 今天 去 把 刹车盘 光 了 一下 刹车片 换 了 新 的 可是 现在 一 刹车 刹车踏板 就 抖动 方向盘 也 跟着 抖 请问 这是 什么 问题 求 指教,技师 说 先 检查 低盘 有没有 旷 动量 技师 说 要是 没有 在 检查 刹车盘 车主 说 地盘 没有 旷动 刹车盘 今天 刚刚 光 了 一下 刹车片 也 换 了 新 的 技师 说 正常 踩 刹车 抖 都 是 刹车盘 的 问题 车主 说好 的 谢谢,主要 还是 检查 下 刹车盘
266,Q5267,奔腾,奔腾,奔腾 左 前 发生 事故 下弯臂 下 直臂 避震器 上 摆臂 都 方向机 外球头 都 更换 过 方向 往右 打 一圈 左右 会 自动 打死 而且 不会 回正往 左 不会 而且 往 左 打 方向 打死 比 右边 角度 要小求 师父 解答 下 支臂 接 元宝 梁 受损 过 敲 回来 电焊 烧死 了 主要 就是 往右 打 方向 会 自动 打死 不会 回正,技师 说 检查 前轮 前束 正常 不 技师 说用 的 零件 全是 副 厂 的 吧 车主 说 做 过 定位 了 开 起来 没事 不 跑 方向 车主 说 是 正厂 的 车主 说 就是 打 方向 会 自动 打死 车主 说会 不会 是 方向机 坏 了 技师 说 检查一下 左右 拉杆 的 螺纹 长度 技师 说 看看 一样 不 车主 说 不 一样 车主 说 右边 比 左边 长 很多 车主 说 这 是 做 完 定位 后 的 样子 车主 说 车主 说 车主 说 右边 比 左边 长 很多 技师 说 差太多 肯定 不 回位 啊 车主 说 我 再 调调 看 车主 说 还是 不行 车主 说 两边 调 到 差不多 打 方向 往右 比往 左 打差 的 更 多 了 技师 说 那 就是 您 换 的 悬挂 或 定位 有 问题 车主 说 方向 机会 不会 坏 了 车主 说 往右 打死 快圈 往 左 就 圈 半 不到 技师 说 正常 两侧 螺纹 是 一样 的 检查 方向机 拉杆 有没有 弯 的 车主 说换 了 新 的 还是 不行 车主 说 方向机 车主 说 两边 轴距 差 了 公分 技师 说 不是 方向机 的 事换 了 没用 啊 量 下 轴距 前束 技师 说 在 串动 下 元宝 梁 车主 说前 束准 的 车主 说 下 支臂 接 元宝 梁 可能 焊 的 不准 车主 说 差 一 公分 会 不会 这样 车主 说 定位 做 的 好 吗 技师 说 差 一 公分 应该 没 问题 技师 说 你 把 拉杆 螺栓 两侧 调 一样 后 是 啥 现象 车主 说 反而 感觉 往右 打死 很 厉害 了 车主 说头 都 大 了 技师 说 两个 支臂 角度 长短 一样 吗,主要 检查 下 你 换 的 悬挂 和 原车 的 一样 不
267,Q5268,马自达,马自达,年 马自达 排量 起步 肉到 死 油耗 大 每 公里 大约 到 个 油 冷车 着 车难 启动 要 打 两三次 才行 感觉 发动机 缺 了 一个 缸 这些 问题 怎么 处理,技师 说 先 检查 下积 碳 车主 说好 的 技师 说 缺缸 用 电脑 读取数据 流 然后 检查 火花塞 点火 线圈 喷油嘴 缸 压 汽油 积碳 车主 说好 的 明天 送 进厂 处理 这些 问题 车主 说 感谢 大哥 指点 技师 说 不 客气,建议 先 检查 下积 碳
